placename,year_month,year,month,common_name,n_detections,sampling_days,detection_rate
BCAM13,2024-01,2024,01,North American River Otter,0,32,0
BCAM13,2024-01,2024,01,Northern Elephant Seal,90,32,2.8125
BCAM13,2024-01,2024,01,Northern Raccoon,0,32,0
BCAM13,2024-01,2024,01,Striped Skunk,0,32,0
BCAM13,2024-01,2024,01,Brush Rabbit,0,32,0
BCAM13,2024-01,2024,01,Californian Sea Lion,0,32,0
BCAM13,2024-01,2024,01,Elk,0,32,0
BCAM13,2024-01,2024,01,Black-tailed Jackrabbit,0,32,0
BCAM13,2024-01,2024,01,Human-Pedestrian,0,32,0
BCAM13,2024-02,2024,02,American Badger,0,30,0
BCAM13,2024-02,2024,02,Bobcat,0,30,0
BCAM13,2024-02,2024,02,Coyote,6,30,0.2
BCAM13,2024-02,2024,02,Domestic Cattle,3,30,0.1
BCAM13,2024-02,2024,02,Domestic Dog,0,30,0
BCAM13,2024-02,2024,02,Human,2,30,0.06666666666666667
BCAM13,2024-02,2024,02,Human-Camera Trapper,2,30,0.06666666666666667
BCAM13,2024-02,2024,02,Mule Deer,0,30,0
BCAM13,2024-02,2024,02,North American River Otter,0,30,0
BCAM13,2024-02,2024,02,Northern Elephant Seal,79,30,2.6333333333333333
BCAM13,2024-02,2024,02,Northern Raccoon,0,30,0
BCAM13,2024-02,2024,02,Striped Skunk,0,30,0
BCAM13,2024-02,2024,02,Brush Rabbit,0,30,0
BCAM13,2024-02,2024,02,Californian Sea Lion,0,30,0
BCAM13,2024-02,2024,02,Elk,0,30,0
BCAM13,2024-02,2024,02,Black-tailed Jackrabbit,0,30,0
BCAM13,2024-02,2024,02,Human-Pedestrian,0,30,0
BCAM13,2024-03,2024,03,American Badger,0,32,0
BCAM13,2024-03,2024,03,Bobcat,0,32,0
BCAM13,2024-03,2024,03,Coyote,6,32,0.1875
BCAM13,2024-03,2024,03,Domestic Cattle,0,32,0
BCAM13,2024-03,2024,03,Domestic Dog,0,32,0
BCAM13,2024-03,2024,03,Human,2,32,0.0625
BCAM13,2024-03,2024,03,Human-Camera Trapper,2,32,0.0625
BCAM13,2024-03,2024,03,Mule Deer,1,32,0.03125
BCAM13,2024-03,2024,03,North American River Otter,0,32,0
BCAM13,2024-03,2024,03,Northern Elephant Seal,27,32,0.84375
BCAM13,2024-03,2024,03,Northern Raccoon,0,32,0
BCAM13,2024-03,2024,03,Striped Skunk,0,32,0
BCAM13,2024-03,2024,03,Brush Rabbit,0,32,0
BCAM13,2024-03,2024,03,Californian Sea Lion,0,32,0
BCAM13,2024-03,2024,03,Elk,0,32,0
BCAM13,2024-03,2024,03,Black-tailed Jackrabbit,0,32,0
BCAM13,2024-03,2024,03,Human-Pedestrian,0,32,0
BCAM13,2024-04,2024,04,American Badger,0,31,0
BCAM13,2024-04,2024,04,Bobcat,0,31,0
BCAM13,2024-04,2024,04,Coyote,11,31,0.3548387096774194
BCAM13,2024-04,2024,04,Domestic Cattle,0,31,0
BCAM13,2024-04,2024,04,Domestic Dog,0,31,0
BCAM13,2024-04,2024,04,Human,2,31,0.06451612903225806
BCAM13,2024-04,2024,04,Human-Camera Trapper,2,31,0.06451612903225806
BCAM13,2024-04,2024,04,Mule Deer,0,31,0
BCAM13,2024-04,2024,04,North American River Otter,0,31,0
BCAM13,2024-04,2024,04,Northern Elephant Seal,1,31,0.03225806451612903
BCAM13,2024-04,2024,04,Northern Raccoon,0,31,0
BCAM13,2024-04,2024,04,Striped Skunk,0,31,0
BCAM13,2024-04,2024,04,Brush Rabbit,0,31,0
BCAM13,2024-04,2024,04,Californian Sea Lion,0,31,0
BCAM13,2024-04,2024,04,Elk,0,31,0
BCAM13,2024-04,2024,04,Black-tailed Jackrabbit,0,31,0
BCAM13,2024-04,2024,04,Human-Pedestrian,0,31,0
BCAM13,2024-06,2024,06,American Badger,0,32,0
BCAM13,2024-06,2024,06,Bobcat,0,32,0
BCAM13,2024-06,2024,06,Coyote,6,32,0.1875
BCAM13,2024-06,2024,06,Domestic Cattle,5,32,0.15625
BCAM13,2024-06,2024,06,Domestic Dog,0,32,0
BCAM13,2024-06,2024,06,Human,0,32,0
BCAM13,2024-06,2024,06,Human-Camera Trapper,4,32,0.125
BCAM13,2024-06,2024,06,Mule Deer,11,32,0.34375
BCAM13,2024-06,2024,06,North American River Otter,0,32,0
BCAM13,2024-06,2024,06,Northern Elephant Seal,0,32,0
BCAM13,2024-06,2024,06,Northern Raccoon,0,32,0
BCAM13,2024-06,2024,06,Striped Skunk,0,32,0
BCAM13,2024-06,2024,06,Brush Rabbit,0,32,0
BCAM13,2024-06,2024,06,Californian Sea Lion,0,32,0
BCAM13,2024-06,2024,06,Elk,0,32,0
BCAM13,2024-06,2024,06,Black-tailed Jackrabbit,0,32,0
BCAM13,2024-06,2024,06,Human-Pedestrian,0,32,0
BCAM13,2024-07,2024,07,American Badger,0,31,0
BCAM13,2024-07,2024,07,Bobcat,0,31,0
BCAM13,2024-07,2024,07,Coyote,3,31,0.0967741935483871
BCAM13,2024-07,2024,07,Domestic Cattle,0,31,0
BCAM13,2024-07,2024,07,Domestic Dog,0,31,0
BCAM13,2024-07,2024,07,Human,0,31,0
BCAM13,2024-07,2024,07,Human-Camera Trapper,0,31,0
BCAM13,2024-07,2024,07,Mule Deer,8,31,0.25806451612903225
BCAM13,2024-07,2024,07,North American River Otter,0,31,0
BCAM13,2024-07,2024,07,Northern Elephant Seal,3,31,0.0967741935483871
BCAM13,2024-07,2024,07,Northern Raccoon,0,31,0
BCAM13,2024-07,2024,07,Striped Skunk,0,31,0
BCAM13,2024-07,2024,07,Brush Rabbit,0,31,0
BCAM13,2024-07,2024,07,Californian Sea Lion,0,31,0
BCAM13,2024-07,2024,07,Elk,0,31,0
BCAM13,2024-07,2024,07,Black-tailed Jackrabbit,0,31,0
BCAM13,2024-07,2024,07,Human-Pedestrian,0,31,0
BCAM13,2024-08,2024,08,American Badger,0,32,0
BCAM13,2024-08,2024,08,Bobcat,0,32,0
BCAM13,2024-08,2024,08,Coyote,4,32,0.125
BCAM13,2024-08,2024,08,Domestic Cattle,0,32,0
BCAM13,2024-08,2024,08,Domestic Dog,0,32,0
BCAM13,2024-08,2024,08,Human,1,32,0.03125
BCAM13,2024-08,2024,08,Human-Camera Trapper,2,32,0.0625
BCAM13,2024-08,2024,08,Mule Deer,7,32,0.21875
BCAM13,2024-08,2024,08,North American River Otter,0,32,0
BCAM13,2024-08,2024,08,Northern Elephant Seal,1,32,0.03125
BCAM13,2024-08,2024,08,Northern Raccoon,0,32,0
BCAM13,2024-08,2024,08,Striped Skunk,0,32,0
BCAM13,2024-08,2024,08,Brush Rabbit,0,32,0
BCAM13,2024-08,2024,08,Californian Sea Lion,0,32,0
BCAM13,2024-08,2024,08,Elk,0,32,0
BCAM13,2024-08,2024,08,Black-tailed Jackrabbit,0,32,0
BCAM13,2024-08,2024,08,Human-Pedestrian,0,32,0
BCAM13,2024-09,2024,09,American Badger,0,31,0
BCAM13,2024-09,2024,09,Bobcat,0,31,0
BCAM13,2024-09,2024,09,Coyote,2,31,0.06451612903225806
BCAM13,2024-09,2024,09,Domestic Cattle,1,31,0.03225806451612903
BCAM13,2024-09,2024,09,Domestic Dog,0,31,0
BCAM13,2024-09,2024,09,Human,2,31,0.06451612903225806
BCAM13,2024-09,2024,09,Human-Camera Trapper,2,31,0.06451612903225806
BCAM13,2024-09,2024,09,Mule Deer,6,31,0.1935483870967742
BCAM13,2024-09,2024,09,North American River Otter,0,31,0
BCAM13,2024-09,2024,09,Northern Elephant Seal,0,31,0
BCAM13,2024-09,2024,09,Northern Raccoon,0,31,0
BCAM13,2024-09,2024,09,Striped Skunk,0,31,0
BCAM13,2024-09,2024,09,Brush Rabbit,0,31,0
BCAM13,2024-09,2024,09,Californian Sea Lion,0,31,0
BCAM13,2024-09,2024,09,Elk,0,31,0
BCAM13,2024-09,2024,09,Black-tailed Jackrabbit,0,31,0
BCAM13,2024-09,2024,09,Human-Pedestrian,0,31,0
BCAM13,2024-10,2024,10,American Badger,0,32,0
BCAM13,2024-10,2024,10,Bobcat,0,32,0
BCAM13,2024-10,2024,10,Coyote,15,32,0.46875
BCAM13,2024-10,2024,10,Domestic Cattle,1,32,0.03125
BCAM13,2024-10,2024,10,Domestic Dog,1,32,0.03125
BCAM13,2024-10,2024,10,Human,1,32,0.03125
BCAM13,2024-10,2024,10,Human-Camera Trapper,2,32,0.0625
BCAM13,2024-10,2024,10,Mule Deer,4,32,0.125
BCAM13,2024-10,2024,10,North American River Otter,0,32,0
BCAM13,2024-10,2024,10,Northern Elephant Seal,0,32,0
BCAM13,2024-10,2024,10,Northern Raccoon,0,32,0
BCAM13,2024-10,2024,10,Striped Skunk,2,32,0.0625
BCAM13,2024-10,2024,10,Brush Rabbit,0,32,0
BCAM13,2024-10,2024,10,Californian Sea Lion,0,32,0
BCAM13,2024-10,2024,10,Elk,1,32,0.03125
BCAM13,2024-10,2024,10,Black-tailed Jackrabbit,0,32,0
BCAM13,2024-10,2024,10,Human-Pedestrian,0,32,0
BCAM13,2024-12,2024,12,American Badger,0,32,0
BCAM13,2024-12,2024,12,Bobcat,0,32,0
BCAM13,2024-12,2024,12,Coyote,7,32,0.21875
BCAM13,2024-12,2024,12,Domestic Cattle,1,32,0.03125
BCAM13,2024-12,2024,12,Domestic Dog,0,32,0
BCAM13,2024-12,2024,12,Human,0,32,0
BCAM13,2024-12,2024,12,Human-Camera Trapper,2,32,0.0625
BCAM13,2024-12,2024,12,Mule Deer,0,32,0
BCAM13,2024-12,2024,12,North American River Otter,0,32,0
BCAM13,2024-12,2024,12,Northern Elephant Seal,37,32,1.15625
BCAM13,2024-12,2024,12,Northern Raccoon,1,32,0.03125
BCAM13,2024-12,2024,12,Striped Skunk,0,32,0
BCAM13,2024-12,2024,12,Brush Rabbit,0,32,0
BCAM13,2024-12,2024,12,Californian Sea Lion,0,32,0
BCAM13,2024-12,2024,12,Elk,0,32,0
BCAM13,2024-12,2024,12,Black-tailed Jackrabbit,0,32,0
BCAM13,2024-12,2024,12,Human-Pedestrian,0,32,0
BCAM13,2025-01,2025,01,American Badger,0,32,0
BCAM13,2025-01,2025,01,Bobcat,0,32,0
BCAM13,2025-01,2025,01,Coyote,11,32,0.34375
BCAM13,2025-01,2025,01,Domestic Cattle,4,32,0.125
BCAM13,2025-01,2025,01,Domestic Dog,0,32,0
BCAM13,2025-01,2025,01,Human,1,32,0.03125
BCAM13,2025-01,2025,01,Human-Camera Trapper,2,32,0.0625
BCAM13,2025-01,2025,01,Mule Deer,1,32,0.03125
BCAM13,2025-01,2025,01,North American River Otter,0,32,0
BCAM13,2025-01,2025,01,Northern Elephant Seal,50,32,1.5625
BCAM13,2025-01,2025,01,Northern Raccoon,0,32,0
BCAM13,2025-01,2025,01,Striped Skunk,0,32,0
BCAM13,2025-01,2025,01,Brush Rabbit,0,32,0
BCAM13,2025-01,2025,01,Californian Sea Lion,0,32,0
BCAM13,2025-01,2025,01,Elk,0,32,0
BCAM13,2025-01,2025,01,Black-tailed Jackrabbit,0,32,0
BCAM13,2025-01,2025,01,Human-Pedestrian,0,32,0
BCAM13,2025-02,2025,02,American Badger,0,30,0
BCAM13,2025-02,2025,02,Bobcat,0,30,0
BCAM13,2025-02,2025,02,Coyote,5,30,0.16666666666666666
BCAM13,2025-02,2025,02,Domestic Cattle,0,30,0
BCAM13,2025-02,2025,02,Domestic Dog,0,30,0
BCAM13,2025-02,2025,02,Human,0,30,0
BCAM13,2025-02,2025,02,Human-Camera Trapper,3,30,0.1
BCAM13,2025-02,2025,02,Mule Deer,0,30,0
BCAM13,2025-02,2025,02,North American River Otter,0,30,0
BCAM13,2025-02,2025,02,Northern Elephant Seal,17,30,0.5666666666666667
BCAM13,2025-02,2025,02,Northern Raccoon,0,30,0
BCAM13,2025-02,2025,02,Striped Skunk,0,30,0
BCAM13,2025-02,2025,02,Brush Rabbit,0,30,0
BCAM13,2025-02,2025,02,Californian Sea Lion,0,30,0
BCAM13,2025-02,2025,02,Elk,0,30,0
BCAM13,2025-02,2025,02,Black-tailed Jackrabbit,0,30,0
BCAM13,2025-02,2025,02,Human-Pedestrian,0,30,0
BCAM13,2025-03,2025,03,American Badger,0,22,0
BCAM13,2025-03,2025,03,Bobcat,0,22,0
BCAM13,2025-03,2025,03,Coyote,1,22,0.045454545454545456
BCAM13,2025-03,2025,03,Domestic Cattle,0,22,0
BCAM13,2025-03,2025,03,Domestic Dog,0,22,0
BCAM13,2025-03,2025,03,Human,0,22,0
BCAM13,2025-03,2025,03,Human-Camera Trapper,0,22,0
BCAM13,2025-03,2025,03,Mule Deer,0,22,0
BCAM13,2025-03,2025,03,North American River Otter,0,22,0
BCAM13,2025-03,2025,03,Northern Elephant Seal,1,22,0.045454545454545456
BCAM13,2025-03,2025,03,Northern Raccoon,0,22,0
BCAM13,2025-03,2025,03,Striped Skunk,0,22,0
BCAM13,2025-03,2025,03,Brush Rabbit,0,22,0
BCAM13,2025-03,2025,03,Californian Sea Lion,0,22,0
BCAM13,2025-03,2025,03,Elk,0,22,0
BCAM13,2025-03,2025,03,Black-tailed Jackrabbit,0,22,0
BCAM13,2025-03,2025,03,Human-Pedestrian,0,22,0
BCAM14,2023-09,2023,09,American Badger,0,26,0
BCAM14,2023-09,2023,09,Bobcat,1,26,0.038461538461538464
BCAM14,2023-09,2023,09,Coyote,3,26,0.11538461538461539
BCAM14,2023-09,2023,09,Domestic Cattle,0,26,0
BCAM14,2023-09,2023,09,Domestic Dog,0,26,0
BCAM14,2023-09,2023,09,Human,9,26,0.34615384615384615
BCAM14,2023-09,2023,09,Human-Camera Trapper,3,26,0.11538461538461539
BCAM14,2023-09,2023,09,Mule Deer,2,26,0.07692307692307693
BCAM14,2023-09,2023,09,North American River Otter,0,26,0
BCAM14,2023-09,2023,09,Northern Elephant Seal,0,26,0
BCAM14,2023-09,2023,09,Northern Raccoon,0,26,0
BCAM14,2023-09,2023,09,Striped Skunk,0,26,0
BCAM14,2023-09,2023,09,Brush Rabbit,0,26,0
BCAM14,2023-09,2023,09,Californian Sea Lion,0,26,0
BCAM14,2023-09,2023,09,Elk,0,26,0
BCAM14,2023-09,2023,09,Black-tailed Jackrabbit,0,26,0
BCAM14,2023-09,2023,09,Human-Pedestrian,0,26,0
BCAM14,2024-05,2024,05,American Badger,0,28,0
BCAM14,2024-05,2024,05,Bobcat,1,28,0.03571428571428571
BCAM14,2024-05,2024,05,Coyote,1,28,0.03571428571428571
BCAM14,2024-05,2024,05,Domestic Cattle,0,28,0
BCAM14,2024-05,2024,05,Domestic Dog,0,28,0
BCAM14,2024-05,2024,05,Human,2,28,0.07142857142857142
BCAM14,2024-05,2024,05,Human-Camera Trapper,1,28,0.03571428571428571
BCAM14,2024-05,2024,05,Mule Deer,0,28,0
BCAM14,2024-05,2024,05,North American River Otter,0,28,0
BCAM14,2024-05,2024,05,Northern Elephant Seal,0,28,0
BCAM14,2024-05,2024,05,Northern Raccoon,1,28,0.03571428571428571
BCAM14,2024-05,2024,05,Striped Skunk,0,28,0
BCAM14,2024-05,2024,05,Brush Rabbit,0,28,0
BCAM14,2024-05,2024,05,Californian Sea Lion,0,28,0
BCAM14,2024-05,2024,05,Elk,0,28,0
BCAM14,2024-05,2024,05,Black-tailed Jackrabbit,0,28,0
BCAM14,2024-05,2024,05,Human-Pedestrian,0,28,0
BCAM14,2024-11,2024,11,American Badger,0,31,0
BCAM14,2024-11,2024,11,Bobcat,1,31,0.03225806451612903
BCAM14,2024-11,2024,11,Coyote,0,31,0
BCAM14,2024-11,2024,11,Domestic Cattle,0,31,0
BCAM14,2024-11,2024,11,Domestic Dog,0,31,0
BCAM14,2024-11,2024,11,Human,0,31,0
BCAM14,2024-11,2024,11,Human-Camera Trapper,2,31,0.06451612903225806
BCAM14,2024-11,2024,11,Mule Deer,0,31,0
BCAM14,2024-11,2024,11,North American River Otter,0,31,0
BCAM14,2024-11,2024,11,Northern Elephant Seal,0,31,0
BCAM14,2024-11,2024,11,Northern Raccoon,0,31,0
BCAM14,2024-11,2024,11,Striped Skunk,0,31,0
BCAM14,2024-11,2024,11,Brush Rabbit,0,31,0
BCAM14,2024-11,2024,11,Californian Sea Lion,0,31,0
BCAM14,2024-11,2024,11,Elk,0,31,0
BCAM14,2024-11,2024,11,Black-tailed Jackrabbit,0,31,0
BCAM14,2024-11,2024,11,Human-Pedestrian,0,31,0
BCAM14,2023-10,2023,10,American Badger,0,20,0
BCAM14,2023-10,2023,10,Bobcat,0,20,0
BCAM14,2023-10,2023,10,Coyote,1,20,0.05
BCAM14,2023-10,2023,10,Domestic Cattle,0,20,0
BCAM14,2023-10,2023,10,Domestic Dog,0,20,0
BCAM14,2023-10,2023,10,Human,6,20,0.3
BCAM14,2023-10,2023,10,Human-Camera Trapper,0,20,0
BCAM14,2023-10,2023,10,Mule Deer,0,20,0
BCAM14,2023-10,2023,10,North American River Otter,0,20,0
BCAM14,2023-10,2023,10,Northern Elephant Seal,0,20,0
BCAM14,2023-10,2023,10,Northern Raccoon,1,20,0.05
BCAM14,2023-10,2023,10,Striped Skunk,0,20,0
BCAM14,2023-10,2023,10,Brush Rabbit,0,20,0
BCAM14,2023-10,2023,10,Californian Sea Lion,0,20,0
BCAM14,2023-10,2023,10,Elk,0,20,0
BCAM14,2023-10,2023,10,Black-tailed Jackrabbit,0,20,0
BCAM14,2023-10,2023,10,Human-Pedestrian,0,20,0
BCAM14,2024-07,2024,07,American Badger,0,31,0
BCAM14,2024-07,2024,07,Bobcat,0,31,0
BCAM14,2024-07,2024,07,Coyote,2,31,0.06451612903225806
BCAM14,2024-07,2024,07,Domestic Cattle,0,31,0
BCAM14,2024-07,2024,07,Domestic Dog,0,31,0
BCAM14,2024-07,2024,07,Human,3,31,0.0967741935483871
BCAM14,2024-07,2024,07,Human-Camera Trapper,0,31,0
BCAM14,2024-07,2024,07,Mule Deer,0,31,0
BCAM14,2024-07,2024,07,North American River Otter,0,31,0
BCAM14,2024-07,2024,07,Northern Elephant Seal,0,31,0
BCAM14,2024-07,2024,07,Northern Raccoon,1,31,0.03225806451612903
BCAM14,2024-07,2024,07,Striped Skunk,0,31,0
BCAM14,2024-07,2024,07,Brush Rabbit,0,31,0
BCAM14,2024-07,2024,07,Californian Sea Lion,0,31,0
BCAM14,2024-07,2024,07,Elk,0,31,0
BCAM14,2024-07,2024,07,Black-tailed Jackrabbit,0,31,0
BCAM14,2024-07,2024,07,Human-Pedestrian,0,31,0
BCAM14,2024-08,2024,08,American Badger,0,32,0
BCAM14,2024-08,2024,08,Bobcat,0,32,0
BCAM14,2024-08,2024,08,Coyote,1,32,0.03125
BCAM14,2024-08,2024,08,Domestic Cattle,0,32,0
BCAM14,2024-08,2024,08,Domestic Dog,0,32,0
BCAM14,2024-08,2024,08,Human,1,32,0.03125
BCAM14,2024-08,2024,08,Human-Camera Trapper,2,32,0.0625
BCAM14,2024-08,2024,08,Mule Deer,0,32,0
BCAM14,2024-08,2024,08,North American River Otter,0,32,0
BCAM14,2024-08,2024,08,Northern Elephant Seal,0,32,0
BCAM14,2024-08,2024,08,Northern Raccoon,2,32,0.0625
BCAM14,2024-08,2024,08,Striped Skunk,0,32,0
BCAM14,2024-08,2024,08,Brush Rabbit,0,32,0
BCAM14,2024-08,2024,08,Californian Sea Lion,0,32,0
BCAM14,2024-08,2024,08,Elk,0,32,0
BCAM14,2024-08,2024,08,Black-tailed Jackrabbit,0,32,0
BCAM14,2024-08,2024,08,Human-Pedestrian,0,32,0
BCAM14,2024-12,2024,12,American Badger,0,21,0
BCAM14,2024-12,2024,12,Bobcat,0,21,0
BCAM14,2024-12,2024,12,Coyote,1,21,0.047619047619047616
BCAM14,2024-12,2024,12,Domestic Cattle,0,21,0
BCAM14,2024-12,2024,12,Domestic Dog,0,21,0
BCAM14,2024-12,2024,12,Human,0,21,0
BCAM14,2024-12,2024,12,Human-Camera Trapper,1,21,0.047619047619047616
BCAM14,2024-12,2024,12,Mule Deer,0,21,0
BCAM14,2024-12,2024,12,North American River Otter,0,21,0
BCAM14,2024-12,2024,12,Northern Elephant Seal,0,21,0
BCAM14,2024-12,2024,12,Northern Raccoon,0,21,0
BCAM14,2024-12,2024,12,Striped Skunk,0,21,0
BCAM14,2024-12,2024,12,Brush Rabbit,0,21,0
BCAM14,2024-12,2024,12,Californian Sea Lion,0,21,0
BCAM14,2024-12,2024,12,Elk,0,21,0
BCAM14,2024-12,2024,12,Black-tailed Jackrabbit,0,21,0
BCAM14,2024-12,2024,12,Human-Pedestrian,0,21,0
BCAM14,2024-10,2024,10,American Badger,0,32,0
BCAM14,2024-10,2024,10,Bobcat,0,32,0
BCAM14,2024-10,2024,10,Coyote,0,32,0
BCAM14,2024-10,2024,10,Domestic Cattle,0,32,0
BCAM14,2024-10,2024,10,Domestic Dog,0,32,0
BCAM14,2024-10,2024,10,Human,2,32,0.0625
BCAM14,2024-10,2024,10,Human-Camera Trapper,2,32,0.0625
BCAM14,2024-10,2024,10,Mule Deer,0,32,0
BCAM14,2024-10,2024,10,North American River Otter,0,32,0
BCAM14,2024-10,2024,10,Northern Elephant Seal,0,32,0
BCAM14,2024-10,2024,10,Northern Raccoon,1,32,0.03125
BCAM14,2024-10,2024,10,Striped Skunk,0,32,0
BCAM14,2024-10,2024,10,Brush Rabbit,0,32,0
BCAM14,2024-10,2024,10,Californian Sea Lion,0,32,0
BCAM14,2024-10,2024,10,Elk,0,32,0
BCAM14,2024-10,2024,10,Black-tailed Jackrabbit,0,32,0
BCAM14,2024-10,2024,10,Human-Pedestrian,0,32,0
BCAM14,2024-06,2024,06,American Badger,0,32,0
BCAM14,2024-06,2024,06,Bobcat,0,32,0
BCAM14,2024-06,2024,06,Coyote,0,32,0
BCAM14,2024-06,2024,06,Domestic Cattle,0,32,0
BCAM14,2024-06,2024,06,Domestic Dog,0,32,0
BCAM14,2024-06,2024,06,Human,0,32,0
BCAM14,2024-06,2024,06,Human-Camera Trapper,4,32,0.125
BCAM14,2024-06,2024,06,Mule Deer,0,32,0
BCAM14,2024-06,2024,06,North American River Otter,0,32,0
BCAM14,2024-06,2024,06,Northern Elephant Seal,0,32,0
BCAM14,2024-06,2024,06,Northern Raccoon,2,32,0.0625
BCAM14,2024-06,2024,06,Striped Skunk,0,32,0
BCAM14,2024-06,2024,06,Brush Rabbit,0,32,0
BCAM14,2024-06,2024,06,Californian Sea Lion,0,32,0
BCAM14,2024-06,2024,06,Elk,0,32,0
BCAM14,2024-06,2024,06,Black-tailed Jackrabbit,0,32,0
BCAM14,2024-06,2024,06,Human-Pedestrian,0,32,0
BCAM14,2024-09,2024,09,American Badger,0,31,0
BCAM14,2024-09,2024,09,Bobcat,0,31,0
BCAM14,2024-09,2024,09,Coyote,0,31,0
BCAM14,2024-09,2024,09,Domestic Cattle,0,31,0
BCAM14,2024-09,2024,09,Domestic Dog,0,31,0
BCAM14,2024-09,2024,09,Human,0,31,0
BCAM14,2024-09,2024,09,Human-Camera Trapper,2,31,0.06451612903225806
BCAM14,2024-09,2024,09,Mule Deer,0,31,0
BCAM14,2024-09,2024,09,North American River Otter,0,31,0
BCAM14,2024-09,2024,09,Northern Elephant Seal,0,31,0
BCAM14,2024-09,2024,09,Northern Raccoon,0,31,0
BCAM14,2024-09,2024,09,Striped Skunk,0,31,0
BCAM14,2024-09,2024,09,Brush Rabbit,0,31,0
BCAM14,2024-09,2024,09,Californian Sea Lion,0,31,0
BCAM14,2024-09,2024,09,Elk,0,31,0
BCAM14,2024-09,2024,09,Black-tailed Jackrabbit,0,31,0
BCAM14,2024-09,2024,09,Human-Pedestrian,0,31,0
BCAM15,2025-01,2025,01,American Badger,1,32,0.03125
BCAM15,2025-01,2025,01,Bobcat,0,32,0
BCAM15,2025-01,2025,01,Coyote,2,32,0.0625
BCAM15,2025-01,2025,01,Domestic Cattle,0,32,0
BCAM15,2025-01,2025,01,Domestic Dog,12,32,0.375
BCAM15,2025-01,2025,01,Human,50,32,1.5625
BCAM15,2025-01,2025,01,Human-Camera Trapper,2,32,0.0625
BCAM15,2025-01,2025,01,Mule Deer,0,32,0
BCAM15,2025-01,2025,01,North American River Otter,0,32,0
BCAM15,2025-01,2025,01,Northern Elephant Seal,0,32,0
BCAM15,2025-01,2025,01,Northern Raccoon,0,32,0
BCAM15,2025-01,2025,01,Striped Skunk,0,32,0
BCAM15,2025-01,2025,01,Brush Rabbit,0,32,0
BCAM15,2025-01,2025,01,Californian Sea Lion,0,32,0
BCAM15,2025-01,2025,01,Elk,0,32,0
BCAM15,2025-01,2025,01,Black-tailed Jackrabbit,0,32,0
BCAM15,2025-01,2025,01,Human-Pedestrian,0,32,0
BCAM15,2025-02,2025,02,American Badger,0,29,0
BCAM15,2025-02,2025,02,Bobcat,0,29,0
BCAM15,2025-02,2025,02,Coyote,3,29,0.10344827586206896
BCAM15,2025-02,2025,02,Domestic Cattle,1,29,0.034482758620689655
BCAM15,2025-02,2025,02,Domestic Dog,11,29,0.3793103448275862
BCAM15,2025-02,2025,02,Human,22,29,0.7586206896551724
BCAM15,2025-02,2025,02,Human-Camera Trapper,3,29,0.10344827586206896
BCAM15,2025-02,2025,02,Mule Deer,0,29,0
BCAM15,2025-02,2025,02,North American River Otter,0,29,0
BCAM15,2025-02,2025,02,Northern Elephant Seal,0,29,0
BCAM15,2025-02,2025,02,Northern Raccoon,0,29,0
BCAM15,2025-02,2025,02,Striped Skunk,0,29,0
BCAM15,2025-02,2025,02,Brush Rabbit,0,29,0
BCAM15,2025-02,2025,02,Californian Sea Lion,0,29,0
BCAM15,2025-02,2025,02,Elk,0,29,0
BCAM15,2025-02,2025,02,Black-tailed Jackrabbit,0,29,0
BCAM15,2025-02,2025,02,Human-Pedestrian,0,29,0
BCAM15,2024-12,2024,12,American Badger,0,12,0
BCAM15,2024-12,2024,12,Bobcat,0,12,0
BCAM15,2024-12,2024,12,Coyote,0,12,0
BCAM15,2024-12,2024,12,Domestic Cattle,0,12,0
BCAM15,2024-12,2024,12,Domestic Dog,20,12,1.6666666666666667
BCAM15,2024-12,2024,12,Human,27,12,2.25
BCAM15,2024-12,2024,12,Human-Camera Trapper,1,12,0.08333333333333333
BCAM15,2024-12,2024,12,Mule Deer,0,12,0
BCAM15,2024-12,2024,12,North American River Otter,0,12,0
BCAM15,2024-12,2024,12,Northern Elephant Seal,0,12,0
BCAM15,2024-12,2024,12,Northern Raccoon,0,12,0
BCAM15,2024-12,2024,12,Striped Skunk,0,12,0
BCAM15,2024-12,2024,12,Brush Rabbit,0,12,0
BCAM15,2024-12,2024,12,Californian Sea Lion,0,12,0
BCAM15,2024-12,2024,12,Elk,0,12,0
BCAM15,2024-12,2024,12,Black-tailed Jackrabbit,0,12,0
BCAM15,2024-12,2024,12,Human-Pedestrian,0,12,0
BCAM16,2025-01,2025,01,American Badger,0,4,0
BCAM16,2025-01,2025,01,Bobcat,0,4,0
BCAM16,2025-01,2025,01,Coyote,1,4,0.25
BCAM16,2025-01,2025,01,Domestic Cattle,0,4,0
BCAM16,2025-01,2025,01,Domestic Dog,0,4,0
BCAM16,2025-01,2025,01,Human,2,4,0.5
BCAM16,2025-01,2025,01,Human-Camera Trapper,0,4,0
BCAM16,2025-01,2025,01,Mule Deer,0,4,0
BCAM16,2025-01,2025,01,North American River Otter,0,4,0
BCAM16,2025-01,2025,01,Northern Elephant Seal,0,4,0
BCAM16,2025-01,2025,01,Northern Raccoon,0,4,0
BCAM16,2025-01,2025,01,Striped Skunk,0,4,0
BCAM16,2025-01,2025,01,Brush Rabbit,0,4,0
BCAM16,2025-01,2025,01,Californian Sea Lion,0,4,0
BCAM16,2025-01,2025,01,Elk,0,4,0
